db_id	disease_name	gene_symbol	pmid
1460	Isolated complex III deficiency	UQCRFS1	32001716[PMID]
851	Paris-Trousseau thrombocytopenia	FLI1	7703487[PMID]_22775407[PMID]
221043	Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome	FAM111B	24268661[PMID]
221046	Poikiloderma with neutropenia	USB1	20004881[PMID]_20503306[PMID]
745	Severe hereditary thrombophilia due to congenital protein C deficiency	PROC	23521084[PMID]
221061	Familial cerebral cavernous malformation	CCM2	20301470[PMID]
221061	Familial cerebral cavernous malformation	KRIT1	20301470[PMID]
221061	Familial cerebral cavernous malformation	PDCD10	20301470[PMID]
849	Glanzmann thrombasthenia	ITGA2B	21917754[PMID]
849	Glanzmann thrombasthenia	ITGB3	21917754[PMID]
225154	Familial infantile bilateral striatal necrosis	ADAR	24262145[PMID]
225154	Familial infantile bilateral striatal necrosis	MT-ATP6	
225154	Familial infantile bilateral striatal necrosis	NUP62	
225123	Hemochromatosis type 3	TFR2	26029709[PMID]
221126	Fowler vasculopaty	FLVCR2	20206334[PMID]
221139	Combined immunodeficiency with faciooculoskeletal anomalies	KNSTRN	29180244[PMID]
221139	Combined immunodeficiency with faciooculoskeletal anomalies	PIK3CD	29180244[PMID]
221145	Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies	LTBP4	19836010[PMID]_22829427[PMID]
221145	Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies	LTBP4	19836010[PMID]_22829427[PMID]
228003	Severe combined immunodeficiency due to CORO1A deficiency	CORO1A	23522482[PMID]
228000	Idiopathic CD4 lymphocytopenia	UNC119	22184408[PMID]
842	Testicular seminomatous germ cell tumor	KIT	14695343[PMID]
227976	Autosomal recessive optic atrophy, OPA7 type	TMEM126A	19327736[PMID]_22815638[PMID]
227796	Fundus albipunctatus	PRPH2	
227796	Fundus albipunctatus	RDH5	22736946[PMID]_25820994[PMID]
227796	Fundus albipunctatus	RLBP1	21447491[PMID]
389	Langerhans cell histiocytosis	BRAF	22996177[PMID]
228012	Progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome	MYO6	15060111[PMID]
543	Burkitt lymphoma	MYC	
319	Skeletal Ewing sarcoma	ERG	
319	Skeletal Ewing sarcoma	ETV1	
319	Skeletal Ewing sarcoma	EWSR1	
319	Skeletal Ewing sarcoma	FLI1	
319	Skeletal Ewing sarcoma	ETV4	
227535	Hereditary breast cancer	CDH1	32322110[PMID]
227535	Hereditary breast cancer	BRCA1	9609997[PMID]_10323242[PMID]_12442275[PMID]
227535	Hereditary breast cancer	BRCA2	9609997[PMID]_10323242[PMID]_12442275[PMID]
227535	Hereditary breast cancer	PALB2	25099575[PMID]
227535	Hereditary breast cancer	XRCC2	22464251[PMID]
227535	Hereditary breast cancer	KLLN	23450725[PMID]
227535	Hereditary breast cancer	RAD54L	
227535	Hereditary breast cancer	PPM1D	
227535	Hereditary breast cancer	SLC22A18	
668	Osteosarcoma	CHEK2	11746983[PMID]
668	Osteosarcoma	RB1	11449317[PMID]
668	Osteosarcoma	TP53	8401536[PMID]_2823272[PMID]
668	Osteosarcoma	TP53	2823272[PMID]_1349175[PMID]_8401536[PMID]
227510	Multiple system atrophy, cerebellar type	COQ2	23758206[PMID]
513	Acute lymphoblastic leukemia	NUDT15	
513	Acute lymphoblastic leukemia	CEP72	
513	Acute lymphoblastic leukemia	CYP2C19	
2030	Fibrosarcoma	ETV6	
2030	Fibrosarcoma	NTRK3	
2126	Solitary fibrous tumor/hemangiopericytoma	STAT6	23313952[PMID]_23313954[PMID]
2126	Solitary fibrous tumor/hemangiopericytoma	NAB2	23313952[PMID]_23313954[PMID]
758	Pseudoxanthoma elasticum	ABCC6	20032990[PMID]_20301292[PMID]
758	Pseudoxanthoma elasticum	ENPP1	25615550[PMID]
419	Hyperprolinemia type 1	PRODH	20524212[PMID]_23462603[PMID]
1501	Adrenocortical carcinoma	TP53	18515740[PMID]
226316	Genetic transient congenital hypothyroidism	DUOX2	25248169[PMID]
226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function	POU1F1	20537182[PMID]_22851492[PMID]
226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function	PROP1	20537182[PMID]_22851492[PMID]
226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function	HESX1	20537182[PMID]_22851492[PMID]
226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function	LHX3	20537182[PMID]_22851492[PMID]
226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function	LHX4	20537182[PMID]_22851492[PMID]
3148	Malignant peripheral nerve sheath tumor	SH3PXD2A	27723760[PMID]
3148	Malignant peripheral nerve sheath tumor	HTRA1	27723760[PMID]
3273	Synovial sarcoma	SS18	
3273	Synovial sarcoma	SSX1	
3273	Synovial sarcoma	SSX2	
503	Larsen syndrome	FLNB	
2542	Isolated microphthalmia-anophthalmia-coloboma	SIX6	
2542	Isolated microphthalmia-anophthalmia-coloboma	SOX2	24033328[PMID]
2542	Isolated microphthalmia-anophthalmia-coloboma	OTX2	24033328[PMID]
2542	Isolated microphthalmia-anophthalmia-coloboma	VSX2	10932181[PMID]
2542	Isolated microphthalmia-anophthalmia-coloboma	RAX	24033328[PMID]
2542	Isolated microphthalmia-anophthalmia-coloboma	ALDH1A3	23312594[PMID]
2542	Isolated microphthalmia-anophthalmia-coloboma	GDF3	19864492[PMID]
2478	Megalencephalic leukoencephalopathy with subcortical cysts	MLC1	20301707[PMID]
2478	Megalencephalic leukoencephalopathy with subcortical cysts	HEPACAM	20301707[PMID]
3337	Primary Fanconi renotubular syndrome	EHHADH	24401050[PMID]
3337	Primary Fanconi renotubular syndrome	GATM	29654216[PMID]
3337	Primary Fanconi renotubular syndrome	SLC34A1	20335586[PMID]
3337	Primary Fanconi renotubular syndrome	NDUFAF6	27466185[PMID]
223	Nephrogenic diabetes insipidus	AVPR2	20301356[PMID]
223	Nephrogenic diabetes insipidus	AQP2	20301356[PMID]
228423	Monocytopenia with susceptibility to infections	GATA2	21765025[PMID]_21670465[PMID]
521	Chronic myeloid leukemia	BCR	
521	Chronic myeloid leukemia	ABL1	
521	Chronic myeloid leukemia	RUNX1	22318203[PMID]
228415	5q35 microduplication syndrome	NSD1	24819041[PMID]
132	Butyrylcholinesterase deficiency	BCHE	25054547[PMID]_25448037[PMID]
228426	Syndromic multisystem autoimmune disease due to Itch deficiency	ITCH	20170897[PMID]
2345	Isolated Klippel-Feil syndrome	GDF3	19864492[PMID]
2345	Isolated Klippel-Feil syndrome	MEOX1	23290072[PMID]
2345	Isolated Klippel-Feil syndrome	GDF6	18425797[PMID]
1333	Familial pancreatic carcinoma	BRCA1	18855126[PMID]
1333	Familial pancreatic carcinoma	BRCA2	12569143[PMID]
1333	Familial pancreatic carcinoma	CDKN2A	25240578[PMID]
1333	Familial pancreatic carcinoma	SMAD4	25240578[PMID]
1333	Familial pancreatic carcinoma	TP53	25240578[PMID]
1333	Familial pancreatic carcinoma	KRAS	25240578[PMID]
1333	Familial pancreatic carcinoma	PALB2	20412113[PMID]_21365267[PMID]
1333	Familial pancreatic carcinoma	PALLD	17194196[PMID]
1333	Familial pancreatic carcinoma	RABL3	31406347[PMID]
228387	Spondylo-megaepiphyseal-metaphyseal dysplasia	NKX3-2	20004766[PMID]
228390	Frontonasal dysplasia-alopecia-genital anomalies syndrome	ALX4	23401352[PMID]
228410	Polyvalvular heart disease syndrome	TAB2	28386937[PMID]
228410	Polyvalvular heart disease syndrome	TAB2	28386937[PMID]
228402	2q23.1 microdeletion syndrome	MBD5	19809484[PMID]
228366	CLN7 disease	MFSD8	21990111[PMID]
228363	CLN6 disease	CLN6	21990111[PMID]
228360	CLN5 disease	CLN5	21990111[PMID]
228384	5q14.3 microdeletion syndrome	MEF2C	
228374	Charcot-Marie-Tooth disease type 2B5	NEFL	20039262[PMID]
228340	CLN4A disease	CLN6	21990111[PMID]
228337	CLN10 disease	CTSD	21990111[PMID]
228329	CLN1 disease	PPT1	21990111[PMID]
228354	CLN8 disease	CLN8	21990111[PMID]
228349	CLN2 disease	TPP1	21990111[PMID]
228346	CLN3 disease	CLN3	21990111[PMID]
228343	CLN4B disease	DNAJC5	21820099[PMID]_22235333[PMID]_22978711[PMID]
228302	Carnitine palmitoyl transferase II deficiency, myopathic form	CPT2	
228305	Carnitine palmitoyl transferase II deficiency, severe infantile form	CPT2	
228308	Carnitine palmitoyl transferase II deficiency, neonatal form	CPT2	
3203	Overhydrated hereditary stomatocytosis	RHAG	23664421[PMID]
3202	Dehydrated hereditary stomatocytosis	SLC4A1	16227998[PMID]
3202	Dehydrated hereditary stomatocytosis	PIEZO1	22529292[PMID]_23695678[PMID]
3202	Dehydrated hereditary stomatocytosis	KCNN4	26148990[PMID]_26198474[PMID]
228140	Idiopathic ventricular fibrillation, non Brugada type	SCN5A	10940383[PMID]
228140	Idiopathic ventricular fibrillation, non Brugada type	DPP6	19285295[PMID]_21512816[PMID]
1018	X-linked Alport syndrome-diffuse leiomyomatosis	COL4A6	20951201[PMID]
1018	X-linked Alport syndrome-diffuse leiomyomatosis	COL4A5	20951201[PMID]
306	Benign familial infantile epilepsy	SCN8A	26677014[PMID]
306	Benign familial infantile epilepsy	SCN2A	23360469[PMID]
306	Benign familial infantile epilepsy	KCNQ2	
306	Benign familial infantile epilepsy	KCNQ3	23360469[PMID]
306	Benign familial infantile epilepsy	PRRT2	22243967[PMID]_22399141[PMID]_22623405[PMID]
328	Congenital factor X deficiency	F10	15892863[PMID]_26222694[PMID]_26309706[PMID]
228174	Autosomal dominant Charcot-Marie-Tooth disease type 2N	AARS1	20301462[PMID]
228169	Autosomal dominant striatal neurodegeneration	PDE8B	20085714[PMID]
2132	Hemoglobin C disease	HBB	21886666[PMID]
2133	Hemoglobin E disease	HBB	21886666[PMID]
228179	Autosomal dominant Charcot-Marie-Tooth disease type 2M	DNM2	18394888[PMID]_17636067[PMID]
288	Hereditary elliptocytosis	SPTA1	23664421[PMID]
288	Hereditary elliptocytosis	SPTB	23664421[PMID]
288	Hereditary elliptocytosis	EPB41	23664421[PMID]
288	Hereditary elliptocytosis	GYPC	1884026[PMID]_8353290[PMID]
751	NON RARE IN EUROPE: Pseudoarylsulfatase A deficiency	ARSA	2574462[PMID]
231531	Hermansky-Pudlak syndrome due to BLOC-1 deficiency	DTNBP1	12923531[PMID]
231512	Hermansky-Pudlak syndrome due to BLOC-2 deficiency	HPS3	
231512	Hermansky-Pudlak syndrome due to BLOC-2 deficiency	HPS5	
231512	Hermansky-Pudlak syndrome due to BLOC-2 deficiency	HPS6	
256	Early-onset generalized limb-onset dystonia	TOR1A	20301665[PMID]
256	Early-onset generalized limb-onset dystonia	EIF2AK2	33236446[PMID]
231500	Hermansky-Pudlak syndrome due to BLOC-3 deficiency	HPS1	
231500	Hermansky-Pudlak syndrome due to BLOC-3 deficiency	HPS4	
2073	Narcolepsy type 1	HCRT	10973318[PMID]_23643651[PMID]
2073	Narcolepsy type 1	HLA-DRB1	18706091[PMID]_19410508[PMID]
2073	Narcolepsy type 1	HLA-DQB1	18706091[PMID]
2073	Narcolepsy type 1	MOG	21907016[PMID]
2073	Narcolepsy type 1	TNFSF4	23459209[PMID]
2073	Narcolepsy type 1	P2RY11	24204295[PMID]
2073	Narcolepsy type 1	ZNF365	24204295[PMID]
2073	Narcolepsy type 1	CTSH	23459209[PMID]
231401	Alpha-thalassemia-myelodysplastic syndrome	ATRX	
231393	Beta-thalassemia-X-linked thrombocytopenia syndrome	GATA1	20301538[PMID]
1309	Medullary sponge kidney	HNF1B	33305128[PMID]
231249	Hemoglobin E-beta-thalassemia syndrome	HBB	21886666[PMID]
231242	Hemoglobin C-beta-thalassemia syndrome	HBB	21886666[PMID]
2197	Idiopathic hypercalciuria	ADCY10	11932268[PMID]
231237	Delta-beta-thalassemia	HBB	18932066[PMID]
231237	Delta-beta-thalassemia	HBG1	18932066[PMID]
231237	Delta-beta-thalassemia	HBD	1301204[PMID]
231226	Dominant beta-thalassemia	HBB	21886666[PMID]
231222	Beta-thalassemia intermedia	HBB	21886666[PMID]
231214	Beta-thalassemia major	HBB	21886666[PMID]
2841	Familial benign chronic pemphigus	ATP2C1	10615129[PMID]
231183	Usher syndrome type 3	CEP78	27627988[PMID]
231183	Usher syndrome type 3	ARSG	29300381[PMID]
231183	Usher syndrome type 3	CLRN1	19753315[PMID]
231183	Usher syndrome type 3	MT-TS2	
231183	Usher syndrome type 3	HARS1	22279524[PMID]
347	Frasier syndrome	WT1	25623218[PMID]
231178	Usher syndrome type 2	USH2A	20301515[PMID]
231178	Usher syndrome type 2	ADGRV1	20301515[PMID]
231178	Usher syndrome type 2	MYO7A	24831256[PMID]
231178	Usher syndrome type 2	WHRN	20301515[PMID]
231178	Usher syndrome type 2	PDZD7	20440071[PMID]
231154	Combined immunodeficiency due to partial RAG1 deficiency	RAG1	
2596	Myopathy and diabetes mellitus	MT-TE	15048886[PMID]
2966	Properdin deficiency	CFP	8871668[PMID]
231160	Familial cerebral saccular aneurysm	ANGPTL6	29304371[PMID]
231160	Familial cerebral saccular aneurysm	COL3A1	22241462[PMID]
231160	Familial cerebral saccular aneurysm	ENG	19299629[PMID]
231160	Familial cerebral saccular aneurysm	TGFBR3	19299629[PMID]
231160	Familial cerebral saccular aneurysm	THSD1	27895300[PMID]
231169	Usher syndrome type 1	USH1K	20301442[PMID]
231169	Usher syndrome type 1	CDH23	20301442[PMID]
231169	Usher syndrome type 1	USH1C	20301442[PMID]
231169	Usher syndrome type 1	USH1G	20301442[PMID]
231169	Usher syndrome type 1	MYO7A	20301442[PMID]
231169	Usher syndrome type 1	PCDH15	20301442[PMID]
231169	Usher syndrome type 1	USH1E	20301442[PMID]
231169	Usher syndrome type 1	USH1H	20301442[PMID]
231169	Usher syndrome type 1	CIB2	23023331[PMID]_20301442[PMID]
231169	Usher syndrome type 1	ESPN	29572253[PMID]
231140	Silver-Russell syndrome due to an imprinting defect of 11p15	H19	
231140	Silver-Russell syndrome due to an imprinting defect of 11p15	IGF2	
231144	Silver-Russell syndrome due to 11p15 microduplication	H19	
231144	Silver-Russell syndrome due to 11p15 microduplication	IGF2	
231120	Beckwith-Wiedemann syndrome due to CDKN1C mutation	CDKN1C	26077438[PMID]_20803657[PMID]_20301568[PMID]
231127	Beckwith-Wiedemann syndrome due to 11p15 microdeletion	H19	15314640[PMID]
231108	Familial rhabdoid tumor	SMARCB1	10521299[PMID]
231108	Familial rhabdoid tumor	SMARCA4	20137775[PMID]_21566516[PMID]
231117	Beckwith-Wiedemann syndrome due to imprinting defect of 11p15	H19	21863054[PMID]_20803657[PMID]_20301568[PMID]
231117	Beckwith-Wiedemann syndrome due to imprinting defect of 11p15	KCNQ1OT1	12019213[PMID]_20803657[PMID]_20301568[PMID]
231117	Beckwith-Wiedemann syndrome due to imprinting defect of 11p15	IGF2	21863054[PMID]_20803657[PMID]_20301568[PMID]
231040	Familial generalized lentiginosis	SASH1	26203640[PMID]
3318	Essential thrombocythemia	TET2	19262601[PMID]_23781511[PMID]
3318	Essential thrombocythemia	JAK2	21653328[PMID]_21825979[PMID]
3318	Essential thrombocythemia	MPL	
3318	Essential thrombocythemia	CALR	24325256[PMID]_24325359[PMID]
3318	Essential thrombocythemia	SH2B3	21653328[PMID]_21825979[PMID]
3318	Essential thrombocythemia	TP53	9258660[PMID]_21653328[PMID]_20068225[PMID]
230857	Ehlers-Danlos/osteogenesis imperfecta syndrome	COL1A1	15728585[PMID]_23692737[PMID]_25674388[PMID]
230857	Ehlers-Danlos/osteogenesis imperfecta syndrome	COL1A2	23692737[PMID]
230851	Cardiac-valvular Ehlers-Danlos syndrome	COL1A2	15077201[PMID]_16816023[PMID]
82	Hereditary thrombophilia due to congenital antithrombin deficiency	SERPINC1	24684277[PMID]
230839	Classical-like Ehlers-Danlos syndrome type 1	TNXB	11642233[PMID]
238269	AApoAII amyloidosis	APOA2	11401442[PMID]
238446	15q11q13 microduplication syndrome	UBE3A	25884337[PMID]
238329	Severe X-linked mitochondrial encephalomyopathy	AIFM1	20362274[PMID]
231568	Autosomal dominant generalized dystrophic epidermolysis bullosa	COL7A1	
1900	Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency	PLOD1	15979919[PMID]_20301635[PMID]
231671	Isolated growth hormone deficiency type IB	GH1	19762173[PMID]_22139958[PMID]
231671	Isolated growth hormone deficiency type IB	GHRHR	19762173[PMID]_22139958[PMID]
286	Vascular Ehlers-Danlos syndrome	COL3A1	20301667[PMID]
231679	Isolated growth hormone deficiency type II	GH1	19762173[PMID]_22139958[PMID]
231679	Isolated growth hormone deficiency type II	POU1F1	26612202[PMID]
231662	Isolated growth hormone deficiency type IA	GH1	19762173[PMID]_22139958[PMID]
231662	Isolated growth hormone deficiency type IA	RNPC3	24480542[PMID]
257	Epidermolysis bullosa simplex with muscular dystrophy	PLEC	20052759[PMID]
1901	Dermatosparaxis Ehlers-Danlos syndrome	ADAMTS2	10417273[PMID]
1901	Dermatosparaxis Ehlers-Danlos syndrome	ADAMTSL2	33369194[PMID]
231720	Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome	LHX3	10835633[PMID]_19762173[PMID]
1899	Arthrochalasia Ehlers-Danlos syndrome	COL1A2	9295084[PMID]_8071956[PMID]
1899	Arthrochalasia Ehlers-Danlos syndrome	COL1A1	9295084[PMID]_1867198[PMID]
839	Congenital nephrotic syndrome, Finnish type	NPHS1	9660941[PMID]
531	Miller-Dieker syndrome	HIC1	10072440[PMID]_10655551[PMID]
531	Miller-Dieker syndrome	YWHAE	19584063[PMID]
531	Miller-Dieker syndrome	PAFAH1B1	12621583[PMID]
1083	Microlissencephaly	NDE1	21529751[PMID]_21529752[PMID]
1083	Microlissencephaly	KATNB1	25521378[PMID]_25521379[PMID]
452	X-linked lissencephaly with abnormal genitalia	ARX	12379852[PMID]_12874405[PMID]
238763	Glaucoma secondary to spherophakia/ectopia lentis and megalocornea	LTBP2	20179738[PMID]_22025892[PMID]
238722	Familial congenital mirror movements	DNAL4	25098561[PMID]
238722	Familial congenital mirror movements	RAD51	22305526[PMID]
238722	Familial congenital mirror movements	DCC	20431009[PMID]
238722	Familial congenital mirror movements	NTN1	28945198[PMID]
238769	1q44 microdeletion syndrome	HNRNPU	28283832[PMID]
238505	Combined immunodeficiency due to CD27 deficiency	CD27	22197273[PMID]
238475	Familial hypercholanemia	EPHX1	12878321[PMID]_25992604[PMID]
238475	Familial hypercholanemia	TJP2	12704386[PMID]
238475	Familial hypercholanemia	BAAT	12704386[PMID]
238455	Infantile dystonia-parkinsonism	SLC6A3	
238459	SLC35A1-CDG	SLC35A1	20301507[PMID]
238578	Familial clubfoot due to 17q23.1q23.2 microduplication	TBX4	20598276[PMID]
238557	Chuvash erythrocytosis	VHL	11987242[PMID]_24115288[PMID]
238569	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	IL10	22549091[PMID]
238569	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	IL10RA	22549091[PMID]
238569	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	IL10RB	22549091[PMID]
238523	Atypical hypotonia-cystinuria syndrome	SLC3A1	18234729[PMID]
238523	Atypical hypotonia-cystinuria syndrome	PREPL	18234729[PMID]
238523	Atypical hypotonia-cystinuria syndrome	CAMKMT	18234729[PMID]
238616	NON RARE IN EUROPE: Alzheimer disease	SORL1	25382023[PMID]
238616	NON RARE IN EUROPE: Alzheimer disease	ABCA7	25807283[PMID]
238616	NON RARE IN EUROPE: Alzheimer disease	TREM2	23150934[PMID]
238616	NON RARE IN EUROPE: Alzheimer disease	APOE	24162737[PMID]
238613	Beckwith-Wiedemann syndrome due to NSD1 mutation	NSD1	14997421[PMID]
238670	Isolated thyrotropin-releasing hormone deficiency	TRH	20687402[PMID]
240071	Classic progressive supranuclear palsy syndrome	MAPT	
240112	Progressive supranuclear palsy-progressive non-fluent aphasia syndrome	MAPT	
240103	Progressive supranuclear palsy-corticobasal syndrome	MAPT	
240094	Progressive supranuclear palsy-pure akinesia with gait freezing syndrome	MAPT	
240085	Progressive supranuclear palsy-parkinsonism syndrome	MAPT	
240760	Nijmegen breakage syndrome-like disorder	MRE11	21227757[PMID]
240760	Nijmegen breakage syndrome-like disorder	RAD50	19409520[PMID]
331226	Susceptibility to infection due to TYK2 deficiency	TYK2	17088085[PMID]_17521577[PMID]
331176	Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	G6PC3	23018568[PMID]_19118303[PMID]_20799326[PMID]
331187	Immunodeficiency due to MASP-2 deficiency	MASP2	12904520[PMID]
331190	Immunodeficiency due to ficolin3 deficiency	FCN3	19535802[PMID]
331206	Severe combined immunodeficiency due to complete RAG1/2 deficiency	RAG1	8810255[PMID]
331206	Severe combined immunodeficiency due to complete RAG1/2 deficiency	RAG2	8810255[PMID]
330032	Hemoglobin Lepore-beta-thalassemia syndrome	HBB	18932069[PMID]
330032	Hemoglobin Lepore-beta-thalassemia syndrome	HBD	18932069[PMID]
330041	Hemoglobin M disease	HBA2	8416301[PMID]_25031065[PMID]
330041	Hemoglobin M disease	HBB	8416301[PMID]
330041	Hemoglobin M disease	HBA1	8416301[PMID]_3026948[PMID]
